Area;Resumo;Autores;Titulo;Local;Link

Solos, "Revisão da contaminação por oligoelementos em estudos de 31 cidades da América Latina, incluindo os países da Argentina, Brasil, Colômbia, Chile, Cuba e México, entre 2011 e 2020"," PENTEADO, P. B. ; NOGAROTTO, D. C. ; BALTAZAR, J. P. ; POZZA, S. A. ; CANTERAS, F. B. ." , " Inorganic pollution in urban topsoils of Latin American cities: a systematic review and future research direction." , " CATENA, v. 210, p. 1-14, 2022.",https://www.sciencedirect.com/science/article/abs/pii/S0341816221008043?via%3Dihub
Solos, "Monitormaneto da concentração de elementos potencialmente tóxicos em solos superficiais localizados nas medianas das principais rodovias de acesso da cidade de Campinas (SP-Brasil) e classificação dos solos através do índice de geoacumulação" , " CANTERAS, FELIPPE BENAVENTE; OLIVEIRA, BRUNA FERNANDA FARIA ; MOREIRA, SILVANA ." , " Topsoil pollution in highway medians in the State of São Paulo (Brazil): determination of potentially toxic elements using synchrotron radiation total reflection X-ray fluorescence." , " Environmental Science and Pollution Research, v. 26, p. 20839-20852, 2019." ,https://link.springer.com/article/10.1007/s11356-019-05425-2
